"Name","Industry","annual_sales","annual_profit","latest_quarter_sales","latest_quarter_profit","q_sales_growth_pct","total_assets","total_debt","roe","stock_price"
"Marshall Machin.","Engineering","27.96","-5.4","5.52","-1.31","-54.68","156.32","38.4","-9.35","30.77"
"Marsons","Electric Equipment","6.46","0.63","3.77","0.45","46.69","29.67","9.01","7.31","60.99"
"Martin Burn","Construction","1.99","1.18","1.64","-0.18","2242.86","100.84","9.73","2.37","62.5"
"Maruti Infra.","Construction","38.4","1.22","11.97","-1.01","-10.94","89.11","42.2","4.95","222.5"
"Maruti Interior","Miscellaneous","37.71","3.43","18.1","1.07","0","40.66","5.9","12.32","81.0"
"Maruti Sec.","Finance & Investments","0.0","-0.24","0.0","-0.05","0","1.05","35.37","0","8.15"
"Maruti Suzuki","Automobiles - Passenger Cars","141858.2","13488.2","38471.2","3952.3","19.43","115353.0","118.6","18.3","12135.0"
"Marvel Decor","Textiles - Products","53.43","3.22","27.23","1.74","0","76.37","14.24","7.23","106.0"
"MAS FINANC SER","Finance & Investments","1279.16","254.01","345.75","70.1","24.15","9547.34","7425.85","15.21","294.55"
"MASK INVESTMENTS","Finance & Investments","0.74","0.02","0.18","-0.2","200.0","155.46","0.83","0.02","90.16"
"Mason","Construction","41.84","3.16","0","0","0","53.07","12.13","0","92.4"
"Mastek","Computers - Software - Medium / Small","3054.79","310.97","779.73","94.41","9.95","3677.9","518.96","16.04","2762.25"
"Master Component","Plastics Products","25.29","2.68","13.8","1.67","0","26.32","0.0","23.0","313.0"
"Master Trust","Finance & Investments","500.46","108.08","164.14","37.87","80.27","1784.73","187.42","24.87","810.5"
"Mathew Easow Res","Finance & Investments","122.47","0.06","120.67","0.02","22246.3","37.46","23.25","0.43","9.21"
"Matrimony.com","Miscellaneous","481.36","49.55","119.23","11.73","4.12","501.98","57.99","18.2","649.5"
"Mauria Udyog","Packaging","335.1","16.74","89.86","3.48","40.54","465.51","191.35","69.46","10.12"
"Mawana Sugars","Sugar","1355.09","37.65","322.19","47.08","-8.03","1178.58","568.12","5.37","119.2"
"Max Estates","Construction","92.94","-55.12","30.01","-4.73","28.74","3101.4","961.76","-0.89","469.75"
"Max Financial","Finance & Investments","46576.22","392.58","14887.81","-50.08","49.94","162773.48","522.57","9.21","985.0"
"Max Healthcare","Healthcare","5406.02","1057.64","1422.9","251.54","17.16","11999.94","1298.95","13.37","945.45"
"Max Heights","Construction","22.42","0.36","0.92","-0.04","-32.85","136.77","70.28","1.06","72.4"
"Max India Ltd","Finance & Investments","175.63","-56.38","45.04","-21.57","-20.07","684.34","43.57","-10.9","299.0"
"Maximus Interna.","Trading","108.83","7.98","36.96","2.77","48.02","82.1","17.74","21.79","19.55"
"Maxposure","Entertainment / Electronic Media Software","42.81","7.71","22.65","4.16","0","70.59","1.49","21.93","96.5"
"Mayank Cattle Fo","Food - Processing - Indian","290.3","3.03","173.46","1.92","0","70.71","35.21","63.66","228.6"
"Mayukh Dealtrade","Trading","3.55","1.19","0.99","0.48","25.32","23.24","0.17","6.27","6.76"
"Mayur Floorings","Miscellaneous","4.24","0.07","1.34","0.02","100.0","7.95","1.55","1.39","10.01"
"Mayur Uniquoters","Leather / Leather Products","764.24","119.55","216.1","31.98","8.7","961.78","15.18","14.71","657.7"
"Mazagon Dock","Miscellaneous","9466.58","1936.97","3103.65","662.97","49.32","29448.81","0.93","35.21","4330.0"
"Mazda","Engineering","225.43","31.52","57.55","9.37","-13.98","240.5","0.0","15.83","1375.85"
"MBL Infrast","Construction","122.41","-39.33","24.04","-11.29","-44.25","2889.91","1087.87","-5.13","67.31"
"Mcleod Russel","Tea","1135.89","-311.59","194.95","-218.42","-13.75","3535.83","1892.15","-77.28","27.08"
"McNally Bharat","Engineering - Turnkey Services","168.11","-883.2","40.35","-251.8","-55.34","1999.34","3106.85","0","4.7"
"MCON Rasayan","Paints / Varnishes","42.13","2.24","24.88","1.16","0","45.62","15.95","16.75","211.15"
"Medi Assist Ser.","Miscellaneous","634.73","69.18","166.79","25.52","22.63","850.58","26.34","19.89","549.1"
"Medi Caps","Construction","27.34","-2.24","7.87","-1.08","-25.54","127.28","0.0","-1.87","49.37"
"Media Matrix","Entertainment / Electronic Media Software","1415.3","7.04","280.31","2.34","7.63","489.48","115.07","2.53","18.18"
"Mediaone Global","Entertainment / Electronic Media Software","19.82","3.74","5.43","-0.21","-8.59","51.19","34.63","0","40.95"
"Medicamen","Pharmaceuticals - Indian - Formulations","25.27","2.4","0","0","0","38.59","12.66","19.87","144.0"
"Medicamen Biotec","Pharmaceuticals - Indian - Formulations","179.31","9.49","47.32","2.04","22.37","294.52","30.82","4.82","464.65"
"Medico Intercon.","Trading","71.36","3.95","15.7","1.04","-45.88","56.04","4.85","9.16","51.22"
"Medico Remedies","Pharmaceuticals - Indian - Bulk Drugs & Formln","144.92","8.29","41.32","3.1","47.62","96.2","8.05","17.23","39.85"
"Medinova Diagno.","Healthcare","10.17","2.0","2.49","0.6","-9.45","5.38","5.0","0","48.62"
"Medplus Health","Trading","5624.86","65.57","1490.5","33.57","18.96","3004.8","1009.57","4.27","682.6"
"Meera Industries","Textile Machinery","30.14","1.47","9.6","0.6","137.04","36.97","4.15","5.87","51.0"
"Mefcom Capital","Finance & Investments","232.85","8.45","90.65","1.25","916.26","25.28","0.62","43.29","13.92"
"Mega Corp.","Finance & Investments","3.83","0.26","1.16","0.02","54.67","56.95","29.12","1.07","2.79"
"Mega Fin (India)","Finance & Investments","0.27","0.13","0.27","0.21","8.0","2.5","0.11","5.92","9.31"
"Mega Flex Plast.","Packaging","48.4","1.37","24.83","1.48","0","47.82","0.0","3.06","36.95"
"Mega Nirman","Trading","0.0","-0.53","0.0","-0.3","0","19.58","0.0","-5.89","18.01"
"Megasoft","Pharmaceuticals - Indian - Bulk Drugs & Formln","0.0","-12.75","0.0","-8.14","0","365.9","147.05","-6.82","67.31"
"Megastar Foods","Food - Processing - Indian","254.06","6.16","62.64","0.85","-21.84","154.93","56.85","8.98","251.8"
"Megatherm","Engineering","306.25","20.72","159.38","13.13","0","270.15","36.16","40.93","444.5"
"Meghmani Organi.","Pesticides / Agrochemicals - Indian","1566.28","-106.03","410.03","-17.96","-28.58","3040.14","836.81","-6.71","83.01"
"Meghna Infracon","Finance & Investments","52.79","3.17","9.49","0.55","267.83","14.03","0.68","27.3","452.0"
"Megri Soft","Computers - Software - Medium / Small","2.76","0.61","1.24","0.26","125.45","21.85","0.0","2.88","130.0"
"Mehai Technology","Trading","14.91","0.58","4.38","0.21","-2.88","57.48","8.85","2.07","27.8"
"Mehta Housg. Fin","Trading","0.0","-0.27","0","0","0","3.95","0.0","-6.79","156.0"
"Mehta Integrat.","Finance & Investments","0.01","1.54","0.0","1.18","-100.0","18.05","1.25","9.99","33.51"
"Mehta Securities","Finance & Investments","0.0","-0.15","0.0","-0.12","0","12.16","0.0","-2.87","27.01"
"Melstar Info.","Computers - Software - Medium / Small","4.42","-2.45","0.53","-0.21","-83.89","11.29","2.97","0","4.75"
"Mena Mani Inds.","Trading","12.82","0.15","8.81","0.37","136.83","29.47","15.95","0","9.02"
"Menon Bearings","Bearings","206.25","25.69","52.18","6.47","-3.14","223.23","34.14","18.36","139.15"
"Menon Pistons","Auto Ancillaries","208.82","24.2","52.55","7.98","12.74","190.9","20.58","19.33","91.3"
"MEP Infrast.","Construction","49.11","-272.85","18.65","-116.18","649.0","3204.64","391.72","0","8.01"
"Mercantile Vent.","Miscellaneous","60.39","-3.9","15.39","-1.28","17.84","396.81","0.0","1.12","28.93"
"Mercury EV-Tech","Automobiles - Passenger Cars","22.02","1.99","5.57","0.23","-20.31","150.6","55.54","3.05","72.22"
"Mercury Labs","Pharmaceuticals - Indian - Formulations","75.56","5.65","17.37","1.91","-10.6","67.96","5.56","11.71","960.0"
"Mercury Trade Li","Trading","13.83","1.14","3.08","0.11","600.0","19.66","0.0","19.22","16.83"
"Meson Valves Ind","Trading","63.14","9.05","43.22","6.44","0","84.74","5.61","45.09","1099.35"
"Metal Coatings","Steel - Medium / Small","168.41","2.5","43.98","0.95","1.57","47.79","2.04","6.53","84.9"
"Metro Brands","Leather / Leather Products","2356.7","415.47","582.98","155.57","7.14","3352.68","1098.43","24.18","1238.75"
"Metroglobal","Trading","234.79","16.28","58.25","8.15","-23.2","429.72","29.84","4.37","154.7"
"Metropolis Healt","Healthcare","1207.71","128.46","331.0","36.53","17.15","1555.06","197.07","12.26","2020.8"
"Meyer Apparel","Textiles - Products","4.28","-1.83","1.48","-0.36","-25.63","1.81","0.0","0","1.94"
"MFL India","Miscellaneous","52.24","-0.91","14.13","-0.43","557.21","19.83","15.0","0.0","0.77"
"MFS Intercorp","Mining / Minerals / Metals","0.0","-0.02","0.0","-0.01","0","5.58","0.0","-1.73","10.0"
"MIC Electronics","Electronics - Components","54.57","61.84","22.96","49.59","675.68","140.76","11.61","89.29","86.41"
"Micropro Softwar","Computers - Software - Medium / Small","21.48","3.11","15.52","5.13","0","55.27","3.92","18.87","43.5"
"Mid East Port.","Finance & Investments","0.0","0.06","0.0","0.01","0","3.22","0.0","1.88","11.0"
"Mid India Inds.","Trading","6.73","-0.42","1.42","-0.19","-62.92","4.28","0.0","0","8.84"
"Midwest Gold","Mining / Minerals / Metals","1.05","-2.3","0.73","-0.67","247.62","7.08","26.78","0","29.55"
"Mihika Industrie","Trading","6.2","0.19","6.2","0.29","0","22.03","0.01","0.87","28.5"
"Milestone Furn.","Miscellaneous","0.0","-0.63","0.0","-0.35","0","25.56","0.42","-2.46","9.32"
"Milestone Global","Miscellaneous","15.51","0.73","4.0","-0.25","5.26","10.52","0.0","8.2","33.2"
"MILGREY FIN.&INV","Finance & Investments","0.12","0.02","0.12","0.19","0","62.51","28.06","0.11","63.0"
"Milkfood","Food - Processing - Indian","436.93","7.12","121.69","3.88","-8.81","371.12","115.83","4.62","714.0"
"Millen. Online","Trading","1.19","-0.27","0.3","-0.12","-82.25","5.84","1.79","-6.13","2.68"
"Milton Industri.","Miscellaneous","89.06","3.19","47.96","2.44","0","73.15","15.22","7.41","46.8"
"Minal Industries","Diamond Cutting / Jewellery","37.05","0.38","14.81","5.95","132.13","87.17","13.23","-0.59","4.17"
"Minaxi Textiles","Textiles - Processing","34.29","-3.11","8.81","-1.65","28.43","25.26","16.87","-71.41","4.1"
"Minda Corp","Auto Ancillaries","4651.14","227.22","1214.98","70.75","13.07","3439.03","535.25","12.74","487.5"
"Mindspace Busine","Construction","2458.9","561.2","619.4","127.1","8.72","23814.5","6985.6","3.76","333.0"
"Mindteck (India)","Computers - Software - Medium / Small","385.53","27.31","97.9","6.48","10.32","275.53","2.21","13.27","307.75"
"Mini Diamonds(I)","Diamond Cutting / Jewellery","245.58","1.51","84.7","0.7","53.92","176.16","14.57","21.06","85.81"
"Minolta Finance","Finance & Investments","1.38","0.05","0.85","0.04","507.14","13.1","1.33","0.47","7.26"
"Mipco Seaml Ring","Computers - Software - Medium / Small","0.0","-0.31","0.0","-0.03","0","0.14","0.71","0","31.75"
"MIRC Electronics","Electronics - Consumer","968.04","-62.21","296.83","-51.11","31.94","569.85","103.92","-38.97","20.81"
"Mirza Internatio","Leather / Leather Products","630.4","12.04","152.43","1.19","-5.25","719.07","35.44","2.22","44.24"
"Mish Designs","Textiles - Products","13.15","0.81","8.88","0.56","0","14.22","1.85","37.16","270.0"
"Mishka Exim","Trading","4.07","0.25","3.26","0.31","70.68","23.77","0.03","1.17","35.56"
"Mishra Dhatu Nig","Steel - Medium / Small","1072.68","91.26","405.5","46.38","17.68","2905.71","432.64","7.0","465.55"
"Mishtann Foods","Food - Processing - Indian","1287.89","346.03","337.58","94.18","99.88","645.89","46.61","98.73","17.78"
"Misquita Engg.","Engineering","10.07","-0.29","4.75","0.33","0","13.59","0.56","-4.6","69.0"
"Mitcon Consult.","Miscellaneous","129.42","5.63","39.96","2.49","42.82","311.93","143.9","4.9","133.38"
"Mitshi India","Trading","20.67","1.81","3.43","0.04","12.83","3.98","0.0","-31.17","20.98"
"Mitsu Chem Plast","Plastics Products","311.25","8.86","82.27","2.83","-1.12","194.34","79.94","12.5","142.05"
"Mittal Life Styl","Trading","67.38","1.72","16.81","0.81","-5.19","37.84","0.78","0.78","2.16"
"Miven Mach. Tool","Engineering","1.44","-0.28","0.22","0.82","-65.08","0.11","0.0","0","114.0"
"MKP Mobility","Trading","22.59","1.14","7.61","0.59","6241.67","7.3","0.0","19.9","225.0"
"MKVentures Cap.","Finance & Investments","39.03","21.08","8.41","5.87","-19.68","130.59","0.0","33.58","2363.3"
"MMP Industries","Aluminium and Aluminium Products","578.54","31.64","160.17","10.01","11.6","435.02","93.22","11.59","275.55"
"MMTC","Trading","5.34","192.18","0.64","69.78","-99.91","3686.68","159.29","9.94","79.16"
"Modella Woollens","Trading","0.0","-0.13","0.0","-0.04","0","0.38","0.0","0","67.45"
"Modern Dairies","Food - Processing - Indian","361.5","34.23","97.83","6.34","20.9","89.78","7.86","0","50.5"
"Modern Engineer.","Construction","93.22","3.65","40.74","1.63","-39.75","47.95","11.93","0","183.35"
"Modern Insulator","Electric Equipment","443.29","36.49","140.21","16.23","14.21","554.25","19.14","8.93","145.2"
"Modern Shares","Finance & Investments","3.39","0.4","0.95","0.09","55.74","16.18","0.0","3.24","50.0"
"Modern Steels","Steel - Medium / Small","0.0","0.57","0.0","0.97","0","13.91","0.21","4.46","20.27"
"Modern Threads","Textiles - Spinning - Synthetic / Blended","300.49","25.43","74.57","4.76","4.29","201.74","0.01","21.88","63.0"
"Modi Naturals","Solvent Extraction","399.82","-1.38","119.8","1.26","8.49","306.19","169.54","-1.63","253.0"
"Modi Rubber","Miscellaneous","22.44","15.53","5.44","3.16","90.21","743.73","20.76","2.4","99.97"
"Modi's Navnirman","Construction","56.85","6.69","32.53","3.86","0","112.69","5.79","20.74","235.0"
"Modipon","Construction","0.0","-0.58","0.0","-0.19","0","7.66","44.81","0","42.5"
"Modison","Electric Equipment","404.56","21.34","113.58","6.15","29.91","271.22","31.71","8.83","124.25"
"Modulex Const.","Construction","0.0","-8.28","0.0","-1.86","0","307.77","7.29","-3.76","10.7"
"Mohini Health","Healthcare","199.61","10.75","98.36","5.6","0","139.71","22.52","11.98","64.0"
"Mohit Industries","Textiles - Processing","131.61","-1.91","26.52","0.13","-41.64","329.84","52.4","-0.84","27.55"
"Mohit Paper Mill","Paper","185.63","6.45","45.54","0.69","-20.62","177.16","76.56","15.62","36.5"
"Mohite Industrie","Textiles - Cotton/Blended","125.0","2.35","61.89","0.33","101.73","275.29","133.74","2.13","55.99"
"MOIL","Mining / Minerals / Metals","1449.42","293.34","415.88","91.15","-2.85","2888.82","0.0","12.49","492.0"
"Moksh Ornaments","Trading","449.2","6.25","105.58","1.43","1.18","107.2","49.44","11.55","15.83"
"Mold-Tek Pack.","Packaging","698.65","66.59","176.87","17.97","-4.24","819.82","126.26","11.55","804.7"
"Mold-Tek Technol","Engineering - Turnkey Services","160.74","27.85","42.24","6.42","-0.75","145.7","10.23","24.71","258.4"
"Monarch Networth","Finance & Investments","259.64","123.15","68.21","30.54","72.12","808.18","112.96","43.08","519.0"
"Money Masters","Finance & Investments","2.07","0.51","0.84","0.3","15.07","29.43","12.58","3.69","151.0"
"Moneyboxx Fin.","Finance & Investments","127.69","9.14","42.3","4.12","127.42","669.16","445.59","7.46","308.9"
"Monind","Mining / Minerals / Metals","0.0","-1.97","0.0","-0.56","0","25.47","24.77","0","24.92"
"Mono Pharmacare","Trading","122.34","2.46","55.81","0.59","0","81.11","41.44","17.82","40.4"
"Monotype India","Finance & Investments","4.58","9.27","2.44","2.05","0","9.89","16.22","0","0.96"
"Monte Carlo Fas.","Textiles - Products","1061.91","61.01","206.52","-18.96","-12.76","1517.46","381.97","7.76","608.0"
"Moongipa Capital","Finance & Investments","9.25","1.75","3.02","0.02","1018.52","6.6","0.0","31.62","36.0"
"Morarjee Text.","Textiles - Products","70.86","-163.28","9.07","-30.66","-84.66","462.76","522.04","0","14.5"
"Morarka Finance","Finance & Investments","7.58","6.32","0.81","0.53","8000.0","163.89","0.0","3.58","152.5"
"Morepen Labs.","Pharmaceuticals - Indian - Bulk Drugs & Formln","1690.43","96.62","423.07","28.74","16.33","1293.21","29.0","12.02","57.01"
"Morgan Ventures","Finance & Investments","23.01","9.95","10.91","4.81","3130.56","229.11","155.98","16.94","49.89"
"Morganite Crucib","Refractories / Intermediates","167.93","23.49","39.9","0.7","17.42","174.21","1.34","20.17","1510.0"
"MOS Utility","Trading","174.56","10.48","90.84","4.65","0","84.82","1.4","39.71","168.5"
"Moschip Tech.","Computers - Software - Medium / Small","293.91","9.88","75.42","0.87","40.11","382.49","69.49","5.17","268.95"
"Motherson Wiring","Auto Ancillaries","8328.25","638.3","2232.67","191.44","19.27","3138.92","259.08","42.45","75.15"
"Motil.Oswal.Fin.","Finance & Investments","7067.77","2445.61","2141.29","724.6","108.42","31829.21","13787.48","32.58","588.15"
"Motisons Jewel","Diamond Cutting / Jewellery","416.76","32.23","116.68","10.79","28.69","475.0","111.24","13.94","161.65"
"Motor & Gen Fin","Miscellaneous","6.2","1.39","1.65","1.67","21.32","177.9","1.27","1.79","34.6"
"Moxsh Overseas","Miscellaneous","10.64","-2.25","2.8","-2.44","0","15.53","3.31","-17.82","125.0"
"MPDL Ltd","Construction","7.34","18.54","-0.88","-2.53","35.77","154.69","41.47","17.05","38.0"
"MPF Systems","Engineering","0.07","-0.04","0.0","-0.1","0","0.14","1.22","0","59.03"
"Mphasis","Computers - Software - Large","13278.52","1554.82","3412.05","393.22","1.51","14130.24","2388.59","18.59","2498.0"
"MPIL Corporation","Miscellaneous","0.06","-0.58","0.01","-0.61","0.0","22.38","0.27","-3.57","662.55"
"MPL Plastics","Plastics Products","0.0","9.07","0.0","9.26","-100.0","2.5","3.15","0","16.19"
"MPS","Computers - Software - Medium / Small","545.31","118.77","149.42","28.71","17.23","736.53","4.54","26.89","1999.25"
"MPS Pharmaa","Pharmaceuticals - Indian - Formulations","0.0","-0.83","0.0","-0.24","0","9.94","7.27","-34.87","3.49"
"MRC Agrotech","Trading","14.66","0.89","2.56","0.16","-40.19","22.45","1.6","-2.12","12.6"
"MRF","Tyres","25169.21","2081.23","6349.36","396.11","8.69","26849.43","2821.5","13.25","128128.15"
"MRO-TEK Realty","Construction","35.13","3.6","8.65","-2.25","7.05","203.88","116.84","5.32","76.99"
"MRP Agro","Trading","43.2","1.0","7.3","0.26","0","15.2","1.8","9.54","122.7"
"Mrs Bectors","Food - Processing - Indian","1623.95","140.36","406.39","33.62","17.43","1100.29","244.89","23.25","1396.8"
